accidentindicator	address_id	agencyid	fineamt	location	objectid	penalty1	penalty2	row_	streetsegid	ticketissuedate	tickettype	totalpaid	violationcode	violationdesc	xcoord	y	ycoord	filename	﻿x
	807633.0			1400 BLOCK OGLETHORPE ST NW NORTH S	8780179			1386526	6549.0	2014-07-23T00:00:00.000Z			P168	NO FRONT TAGS.	396974.0	38.9612833852	143708.0	Moving_Violations_in_July_2014.csv	-77.0349166017
False	813039.0	25.0	50.0	2500 BLK PORTER ST NW W/B	639600			706984	11214.0	2009-11-14T00:00:00.000Z	Photo	50.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	395175.22	38.9356370677	140861.92	Moving_Violations_in_November_2009.csv	-77.0556510955
False		25.0	150.0	DC295 NE AT BENNING RD EXIT N/B	2711553	150.0		2825715	5134.0	2012-11-25T00:00:00.000Z	Photo	150.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	404307.5	38.8971950819	136594.24	Moving_Violations_in_November_2012.csv	-76.9503465327
False	805065.0	25.0	100.0	2200 BLK K ST NW W/B	2460870			4289616	4361.0	2015-11-15T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	395664.92	38.9025337467	137186.89	Moving_Violations_in_November_2015.csv	-77.0499797097
False	256413.0	25.0	150.0	7700 BLK 16TH ST NW N/B	884309			1745274	13203.0	2011-12-19T00:00:00.000Z	Photo	0.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	396815.48	38.9834042588	146163.69	Moving_Violations_in_December_2011.csv	-77.0367570316
False	802681.0	25.0	125.0	100 BLK FLORIDA AVE NW SE/B	125688	125.0		2716190	2059.0	2012-10-16T00:00:00.000Z	Photo	0.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	398895.59	38.9123664469	138277.29	Moving_Violations_in_October_2011.csv	-77.0127363459
False	805065.0	25.0	100.0	2200 BLK K ST NW W/B	1268153	100.0		4003645	4361.0	2015-09-24T00:00:00.000Z	Photo	0.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	395664.92	38.9025337467	137186.89	Moving_Violations_in_September_2015.csv	-77.0499797097
False		25.0	125.0	DC295 SW .3 MILES S/O EXIT 1 N/B	798042			1902470	14688.0	2012-02-05T00:00:00.000Z	Photo	125.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	398502.31	38.8206668992	128098.0299	Moving_Violations_in_February_2012.csv	-77.0172487613
	285558.0			FRONT OF 800 8TH ST NW WEST SIDE	439783			1508657	1369.0	2014-07-02T00:00:00.000Z			P014	EMERGENCY NO PARKING	397987.0	38.9000658251	136912.0	Moving_Violations_in_July_2014.csv	-77.0232085621
False	303037.0	25.0		100 BLK IRVING ST NW W/B	1352833			3426534	6350.0	2015-01-23T00:00:00.000Z	Photo	0.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	398820.99	38.9286457472	140084.44	Moving_Violations_in_January_2015.csv	-77.013599603
False	56153.0	7.0	100.0	1800 MARTIN LUTHER KING AVE SE	589683	100.0		407117	12507.0	2009-07-09T00:00:00.000Z	Moving	0.0	T591	DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE	401034.28	38.8675272512	133299.78	Moving_Violations_in_July_2009.csv	-76.9880843251
False	805468.0	25.0	125.0	2800 BLK BENNING ROAD NE E/B	1030592			2593508	4693.0	2012-09-09T00:00:00.000Z	Photo	0.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	403046.72	38.897306834	136606.06	Moving_Violations_in_September_2012.csv	-76.9648804257
False	806707.0	25.0	100.0	3900 BLK SOUTH DAKOTA AVE NE SE/B	55770	100.0		3362784	5751.0	2014-12-10T00:00:00.000Z	Photo	200.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	401900.38	38.9375464916	141072.64	Moving_Violations_in_December_2014.csv	-76.9780827969
False	805065.0	25.0	150.0	2200 BLK K ST NW W/B	3622054	150.0		3934398	4361.0	2015-08-31T00:00:00.000Z	Photo	0.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	395664.92	38.9025337467	137186.89	Moving_Violations_in_August_2015.csv	-77.0499797097
False		25.0	100.0	DC295 SW .3 MILES S/O EXIT 1 N/B	2014868			3537922	14688.0	2015-04-03T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	398502.31	38.8206668992	128098.0299	Moving_Violations_in_April_2015.csv	-77.0172487613
False	907804.0	25.0	75.0	E CAPITOL W/B AT BENNING RD NE	3271195	75.0		562597	5703.0	2009-09-11T00:00:00.000Z	Photo	150.0	T113	FAIL TO STOP PER REGULATIONS FACING RED SIGNAL	405418.542979	38.8897794111	135771.724251	Moving_Violations_in_September_2009.csv	-76.9375452057
False	300368.0	25.0	150.0	2800 BLK NEW YORK AVE NE E/B	272554			3621257		2015-05-07T00:00:00.000Z	Photo	150.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	402915.72	38.9176546129	138864.78	Moving_Violations_in_May_2015.csv	-76.9663809737
False	150671.0	25.0	100.0	3300 BLK E CAPITOL ST NE W/B	2667887			3407526	4592.0	2015-01-12T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	403468.69	38.890105241	135806.8	Moving_Violations_in_January_2015.csv	-76.9600200922
False	800701.0	25.0	150.0	BENNING N/B @ MINNESOTA NE	3028638			1384554	734.0	2010-10-13T00:00:00.000Z	Photo	150.0	T113	FAIL TO STOP PER REGULATIONS FACING RED SIGNAL	404410.3287	38.8951408369	136366.2591	Moving_Violations_in_October_2010.csv	-76.9491626137
	807473.0			400 BLOCK 50TH ST NE WEST SIDE	12280090			1385187	6408.0	2014-07-10T00:00:00.000Z			P173	NO PARKING STREET CLEANING	406139.0	38.8945966379	136307.0	Moving_Violations_in_July_2014.csv	-76.9292360463
False		25.0	50.0	SE/SW FRWY @ 9TH ST ENTRANCE SE E/B	368765			680784	14746.0	2009-11-02T00:00:00.000Z	Photo	50.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	400436.0807	38.8787915207	134550.1426	Moving_Violations_in_November_2009.csv	-76.994976553
False	300368.0	25.0	100.0	2800 BLK NEW YORK AVE NE E/B	3929330			4207037		2015-12-07T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	402915.72	38.9176546129	138864.78	Moving_Violations_in_December_2015.csv	-76.9663809737
False	805065.0	25.0		2200 BLK K ST NW W/B	840728			2406269	4361.0	2012-08-05T00:00:00.000Z	Photo	0.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	395664.92	38.9025337467	137186.89	Moving_Violations_in_August_2012.csv	-77.0499797097
False	904652.0	25.0	50.0	10TH ST N/B @ GIRARD ST NE	236828	50.0		3561028	4723.0	2015-04-12T00:00:00.000Z	Photo	0.0	T128	PASSING STOP SIGN WITHOUT COMING TO A FULL STOP	400655.999999	38.9265092517	139847.210015	Moving_Violations_in_April_2015.csv	-76.9924369777
False	805065.0	25.0		2200 BLK K ST NW W/B	2177861			2467266	4361.0	2012-08-16T00:00:00.000Z	Photo	0.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	395664.92	38.9025337467	137186.89	Moving_Violations_in_August_2012.csv	-77.0499797097
False	805065.0	25.0	100.0	2200 BLOCK K ST NW E/B	4101500			3052400	4361.0	2014-05-04T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	395664.92	38.9025337467	137186.89	Moving_Violations_in_May_2014.csv	-77.0499797097
False	805065.0	25.0	100.0	2200 BLK K ST NW W/B	1277050			3747257	4361.0	2015-06-27T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	395664.92	38.9025337467	137186.89	Moving_Violations_in_June_2015.csv	-77.0499797097
False	302131.0	3.0	100.0	700 O ST NW	2096652			654450	12552.0	2009-10-21T00:00:00.000Z	Moving	0.0	T591	DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE	398068.59	38.9083431533	137830.83	Moving_Violations_in_October_2009.csv	-77.0222705602
False	288753.0	25.0	50.0	600 BLK NEW YORK AVENUE NE W/B	2756321			296607	14658.0	2009-05-21T00:00:00.000Z	Photo	50.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	400381.05	38.9123322866	138273.43	Moving_Violations_in_May_2009.csv	-76.995608706
False		25.0	50.0	SUITLAND PK .3 MILES PRIOR TO FIRTH	1602768			951460	3557.0	2010-04-03T00:00:00.000Z	Photo	50.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	400413.4347	38.8612877655	132607.0948	Moving_Violations_in_April_2010.csv	-76.9952387104
False	808209.0	25.0	50.0	5500 BLK EAST CAPITOL ST NE (E/B)	3707376			366493	7032.0	2009-06-22T00:00:00.000Z	Photo	50.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	406784.91	38.8897587199	135770.48	Moving_Violations_in_June_2009.csv	-76.9217957345
	806085.0			3200 BLOCK WATER ST NW SOUTH SIDE	7829801			1433237	5225.0	2014-07-08T00:00:00.000Z			P001	PARK ABREAST OF ANOTHER VEHICLE	394408.0	38.9029510322	137234.0	Moving_Violations_in_July_2014.csv	-77.0644706234
False	288753.0	25.0	100.0	600 BLK NEW YORK AVE NE E/B	1360263			3797864	14658.0	2015-07-13T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	400381.05	38.9123322866	138273.43	Moving_Violations_in_July_2015.csv	-76.995608706
False	807266.0	25.0	100.0	800 BLK EASTERN AVENUE NE (W/B)	2034228			355980	6230.0	2009-06-17T00:00:00.000Z	Photo	100.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	407128.67	38.8994757558	136849.45	Moving_Violations_in_June_2009.csv	-76.9178221773
	805852.0			600 BLOCK G ST SE SOUTH SIDE	9204303			1346135	5007.0	2014-07-26T00:00:00.000Z			P055	NO PARKING ANYTIME	400088.0	38.8812856642	134827.0	Moving_Violations_in_July_2014.csv	-76.9989880673
False	288753.0	25.0	125.0	600 BLK NEW YORK AVENUE NE W/B	265654	125.0		1143449	14658.0	2010-06-27T00:00:00.000Z	Photo	125.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	400381.05	38.9123322866	138273.43	Moving_Violations_in_June_2010.csv	-76.995608706
False		25.0	150.0	DC295 SW .3 MILES S/O EXIT 1 N/B	2081616	150.0		1867307	14688.0	2012-01-26T00:00:00.000Z	Photo	300.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	398502.31	38.8206668992	128098.0299	Moving_Violations_in_January_2012.csv	-77.0172487613
False	805065.0	25.0	150.0	2200 BLK K ST NW W/B	1743941	150.0		2892920	4361.0	2012-12-24T00:00:00.000Z	Photo	300.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	395664.92	38.9025337467	137186.89	Moving_Violations_in_December_2012.csv	-77.0499797097
False	256413.0	25.0	100.0	7700 BLK 16TH ST NW N/B	2242419	100.0		3411166	13203.0	2015-01-15T00:00:00.000Z	Photo	200.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	396815.48	38.9834042588	146163.69	Moving_Violations_in_January_2015.csv	-77.0367570316
False		25.0	200.0	DC295 SW .3 MILES S/O EXIT 1 N/B	2051305			1942019	14688.0	2012-02-19T00:00:00.000Z	Photo	200.0	T121	SPEED 21-25 MPH OVER THE SPEED LIMIT	398502.31	38.8206668992	128098.0299	Moving_Violations_in_February_2012.csv	-77.0172487613
False	146162.0	25.0	125.0	100 BLK MICHIGAN AVE NE W/B	3707261	125.0		2031810	2623.0	2012-03-24T00:00:00.000Z	Photo	250.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	399463.27	38.9274435844	139950.92	Moving_Violations_in_March_2012.csv	-77.0061921948
False		25.0	250.0	DC295 NE .1 MILE SOUTH OF EASTERN A	2329656	250.0		1414273	1253.0	2010-10-28T00:00:00.000Z	Photo	0.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	405649.1478	38.9110603807	138134.2439	Moving_Violations_in_October_2010.csv	-76.9348677012
False		25.0	200.0	DC295 SW .7 MILES S/O EXIT 1 S/B	2809604			3345137	6993.0	2014-11-26T00:00:00.000Z	Photo	200.0	T121	SPEED 21-25 MPH OVER THE SPEED LIMIT	398406.31	38.8174155704	127737.13	Moving_Violations_in_November_2014.csv	-77.018353403
False	800638.0	25.0	125.0	1900 BLK BRANCH AVE SE N/B	3563328	125.0		2755708	675.0	2012-11-01T00:00:00.000Z	Photo	250.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	403477.897953	38.8668720932	133227.748409	Moving_Violations_in_November_2012.csv	-76.9599270048
False	800638.0	25.0	125.0	1900 BLK BRANCH AVE SE N/B	118153			1965708	675.0	2012-02-27T00:00:00.000Z	Photo	0.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	403477.897953	38.8668720932	133227.748409	Moving_Violations_in_February_2012.csv	-76.9599270048
False	238713.0	25.0	50.0	600 F ST NW	886299			309241	3935.0	2009-05-26T00:00:00.000Z	Moving	0.0	T713	SEAT BELT REGULATION VIOLATION	398254.37	38.8971088614	136583.69	Moving_Violations_in_May_2009.csv	-77.0201254313
False		25.0	100.0	DC295 NE AT BENNING RD EXIT N/B	538996			4038671	5134.0	2015-10-07T00:00:00.000Z	Photo	0.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	404307.5	38.8971950819	136594.24	Moving_Violations_in_October_2015.csv	-76.9503465327
False		25.0	125.0	SE/SW FRWY @ 9TH ST ENTRANCE SE E/B	1964080	125.0		1137628	14746.0	2010-06-25T00:00:00.000Z	Photo	250.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	400436.0807	38.8787915207	134550.1426	Moving_Violations_in_June_2010.csv	-76.994976553
False	31943.0	25.0	125.0	3700 BLK SOUTHERN AVENUE SE (SW/B)	1053585	125.0		2753343	1435.0	2012-10-31T00:00:00.000Z	Photo	0.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	404133.54	38.8596648796	132428.01	Moving_Violations_in_October_2012.csv	-76.952376952
False	804439.0	25.0	150.0	RHODE ISLAND W/B @ 1ST NW	1256352	150.0		1299127	3829.0	2010-08-31T00:00:00.000Z	Photo	300.0	T113	FAIL TO STOP PER REGULATIONS FACING RED SIGNAL	398945.82	38.9157332071	138651.0214	Moving_Violations_in_August_2010.csv	-77.0121577583
True	67713.0	5.0	25.0	132 RHODE ISLAND AVE NE	20424			322631	7539.0	2009-06-01T00:00:00.000Z	Moving	25.0	T013	FAIL TO PAY ATTENTION WHILE OPERATING A VEHICLE	399535.87	38.9183352207	138939.81	Moving_Violations_in_June_2009.csv	-77.0053542415
False	800638.0	25.0	150.0	1900 BLK BRANCH AVE SE N/B	1365802			3575346	675.0	2015-04-19T00:00:00.000Z	Photo	150.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	403477.897953	38.8668720932	133227.748409	Moving_Violations_in_April_2015.csv	-76.9599270048
False		25.0	150.0	DC295 SW .7 MILES S/O EXIT 1 S/B	1309249			4196132	6993.0	2015-11-07T00:00:00.000Z	Photo	150.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	398406.31	38.8174155704	127737.13	Moving_Violations_in_November_2015.csv	-77.018353403
True	290107.0	7.0	100.0	4100 MARTIN LUTHER KING JR AVE SW *	1251954	100.0		2122284	3739.0	2012-04-27T00:00:00.000Z	Moving	200.0	T151	OPERATING VEHICLE WITH OPEN ALCOHOL CONTAINER	398959.26	38.8293983916	129067.21	Moving_Violations_in_April_2012.csv	-77.0119882704
False	293243.0	16.0	25.0	50 MASSACHUSETTS AVE NE BLOCK NORT*	1588871	25.0		2172638	657.0	2012-05-15T00:00:00.000Z	No Ticket Type	50.0	T134	FAILURE TO USE DOME LIGHTS	399463.98	38.8975462563	136632.07	Moving_Violations_in_May_2012.csv	-77.006181414
False	903709.0	25.0	75.0	E CAPITOL W/B AT SOUTHERN AVE NE	2599956	75.0		647334	3664.0	2009-10-18T00:00:00.000Z	Photo	150.0	T113	FAIL TO STOP PER REGULATIONS FACING RED SIGNAL	407514.302757	38.8897577145	135771.026811	Moving_Violations_in_October_2009.csv	-76.9133883573
False		25.0	100.0	DC295 SW .7 MILES S/O EXIT 1 S/B	343499			3411085	6993.0	2015-01-15T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	398406.31	38.8174155704	127737.13	Moving_Violations_in_January_2015.csv	-77.018353403
False	233558.0	7.0	500.0	3200 16TH ST S/B NW	2180214			1573350	8039.0	2011-04-06T00:00:00.000Z	Moving	0.0	T711	OWNER OPERATE OR PERMIT OPERATION OF UNINSRD VEH	396788.12	38.9310193114	140348.49	Moving_Violations_in_April_2011.csv	-77.037045574
False	302922.0	25.0		800 BLK MAINE AVE SW NW/B	3271484			2197999	6941.0	2012-05-25T00:00:00.000Z	Photo	0.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	397862.94	38.8797550673	134657.38	Moving_Violations_in_May_2012.csv	-77.0246317375
False	901839.0	25.0	150.0	CONSTITUTION AVE W/B @ 15TH ST NW	3461629			1139139	759.0	2010-06-26T00:00:00.000Z	Photo	150.0	T113	FAIL TO STOP PER REGULATIONS FACING RED SIGNAL	397080.484795	38.8920973029	136027.713276	Moving_Violations_in_June_2010.csv	-77.0336552967
False	808209.0	25.0	50.0	5500 BLK EAST CAPITOL ST NE (E/B)	1877261			110831	7032.0	2009-02-21T00:00:00.000Z	Photo	50.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	406784.91	38.8897587199	135770.48	Moving_Violations_in_February_2009.csv	-76.9217957345
False	287175.0	25.0	50.0	2700 BLK NEW YORK AVE NE (W/B)	3172896			957678		2010-04-05T00:00:00.000Z	Photo	50.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	402549.67	38.9179846451	138901.29	Moving_Violations_in_April_2010.csv	-76.9706017784
False	801471.0	25.0	125.0	2400 BLK SHERMAN AV NW SB	2447465			1237090	1087.0	2010-08-04T00:00:00.000Z	Photo	125.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	397802.41	38.9222995016	139380.17	Moving_Violations_in_August_2010.csv	-77.0253444537
False	805065.0	25.0	150.0	2200 BLK K ST NW W/B	3263547			2610061	4361.0	2012-09-14T00:00:00.000Z	Photo	150.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	395664.92	38.9025337467	137186.89	Moving_Violations_in_September_2012.csv	-77.0499797097
False	256413.0	25.0	100.0	7700 BLK 16TH ST NW N/B	2082155			2822321	13203.0	2012-11-24T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	396815.48	38.9834042588	146163.69	Moving_Violations_in_November_2012.csv	-77.0367570316
False	804036.0	25.0	75.0	N. CAPITOL NE @ RIGGS RD.	2938847			967989	3428.0	2010-04-09T00:00:00.000Z	Photo	75.0	T113	FAIL TO STOP PER REGULATIONS FACING RED SIGNAL	399215.9105	38.9548231094	142990.31	Moving_Violations_in_April_2010.csv	-77.009048376
False	900014.0	25.0	150.0	K ST E/B @ 27TH ST NW	1607282	150.0		4275950	6005.0	2015-10-09T00:00:00.000Z	Photo	0.0	T113	FAIL TO STOP PER REGULATIONS FACING RED SIGNAL	395133.346041	38.9025387351	137187.752637	Moving_Violations_in_October_2015.csv	-77.0561080206
False		25.0	100.0	DC295 SW .3 MILES S/O EXIT 1 N/B	449840	100.0		2891261	14688.0	2012-12-23T00:00:00.000Z	Photo	200.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	398502.31	38.8206668992	128098.0299	Moving_Violations_in_December_2012.csv	-77.0172487613
False	806823.0	25.0	150.0	M ST W/B @ WHITEHURST FWY NW	2827126	150.0		2700895	5856.0	2012-10-11T00:00:00.000Z	Photo	300.0	T113	FAIL TO STOP PER REGULATIONS FACING RED SIGNAL	393908.51	38.9050308928	137465.2499	Moving_Violations_in_October_2011.csv	-77.0702311293
	802676.0			2600 BLOCK CONNECTICUT AVE NW WEST	2444630			1284232	2054.0	2014-07-25T00:00:00.000Z			P159	NO STOPPING OR STANDING IN AM RUSH HOUR ZONE	395449.0	38.9252076281	139704.0	Moving_Violations_in_July_2014.csv	-77.0524856503
False	146162.0	25.0	125.0	100 BLK MICHIGAN AVE NE W/B	1176639			1395703	2623.0	2010-10-18T00:00:00.000Z	Photo	125.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	399463.27	38.9274435844	139950.92	Moving_Violations_in_October_2010.csv	-77.0061921948
False	810860.0	25.0	125.0	CANAL RD NW .3 M S/O AZ AVE S/B	4000301	125.0		2533480	9309.0	2012-08-28T00:00:00.000Z	Photo	250.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	391088.6001	38.9216385052	139311.5049	Moving_Violations_in_August_2012.csv	-77.102765836
False	813571.0	16.0	25.0	1700 16TH ST NW	456316			2417577	11683.0	2012-08-07T00:00:00.000Z	No Ticket Type	25.0	T706	OPERATING AN UNSAFE TAXI	396833.32	38.9129852625	138346.54	Moving_Violations_in_August_2012.csv	-77.0365150369
False	902993.0	4.0	50.0	EASTERN AVE @ 16TH ST NE	4090863	50.0		1326472	12894.0	2010-09-13T00:00:00.000Z	Moving	100.0	T128	PASSING STOP SIGN WITHOUT COMING TO A FULL STOP	401485.379999	38.9499391808	142448.250018	Moving_Violations_in_September_2010.csv	-76.9828665397
False		25.0	100.0	DC295 NE .1MILE S/O EASTERN AVE N/B	3504065			3561100	5134.0	2015-04-12T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	405636.9114	38.911336119	138164.8444	Moving_Violations_in_April_2015.csv	-76.9350085355
False		25.0	50.0	SE/SW FRWY @ 9TH ST ENTRANCE SE E/B	1601215			228742	14746.0	2009-04-17T00:00:00.000Z	Photo	50.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	400436.0807	38.8787915207	134550.1426	Moving_Violations_in_April_2009.csv	-76.994976553
False	805065.0	25.0	100.0	2200 BLOCK K ST NW EB	1666586			3552854	4361.0	2015-04-08T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	395664.92	38.9025337467	137186.89	Moving_Violations_in_April_2015.csv	-77.0499797097
False	805045.0	25.0	125.0	4200 BLK SOUTH CAPITOL ST SW S/B	3100130	125.0		2117880	4351.0	2012-04-25T00:00:00.000Z	Photo	0.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	399333.54	38.8285043942	128967.93	Moving_Violations_in_April_2012.csv	-77.0076776675
False	288753.0	25.0	125.0	600 BLK NEW YORK AVENUE NE W/B	3218300			1456701	14658.0	2010-11-19T00:00:00.000Z	Photo	125.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	400381.05	38.9123322866	138273.43	Moving_Violations_in_November_2010.csv	-76.995608706
False	805065.0	25.0	100.0	2200 BLOCK K ST NW E/B	3531318			3710454	4361.0	2015-06-10T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	395664.92	38.9025337467	137186.89	Moving_Violations_in_June_2015.csv	-77.0499797097
False		25.0	125.0	DC295 NE AT BENNING RD EXIT N/B	1543818			2060738	5134.0	2012-04-03T00:00:00.000Z	Photo	125.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	404307.5	38.8971950819	136594.24	Moving_Violations_in_April_2012.csv	-76.9503465327
False	805065.0	25.0	150.0	2200 BLOCK K ST NW EB	1532155			3400663	4361.0	2015-01-06T00:00:00.000Z	Photo	150.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	395664.92	38.9025337467	137186.89	Moving_Violations_in_January_2015.csv	-77.0499797097
False	805103.0	4.0	100.0	4600 GEORGIA AVE NW	2821904	100.0		1008269	4392.0	2010-04-26T00:00:00.000Z	Moving	200.0	T591	DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE	397685.1	38.9466639563	142084.87	Moving_Violations_in_April_2010.csv	-77.0267063745
False	287175.0	25.0	100.0	2700 BLK NEW YORK AVE NE (W/B)	1010295			2907466		2012-12-30T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	402549.67	38.9179846451	138901.29	Moving_Violations_in_December_2012.csv	-76.9706017784
False	805065.0	25.0	100.0	2200 BLK K ST NW W/B	21379			3896572	4361.0	2015-08-17T00:00:00.000Z	Photo	0.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	395664.92	38.9025337467	137186.89	Moving_Violations_in_August_2015.csv	-77.0499797097
False		25.0	100.0	DC295 SW .7 MILES S/O EXIT 1 S/B	4080179			4086340	6993.0	2015-10-22T00:00:00.000Z	Photo	0.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	398406.31	38.8174155704	127737.13	Moving_Violations_in_October_2015.csv	-77.018353403
False	287175.0	25.0	125.0	2700 BLK NEW YORK AVE NE (W/B)	3165063	125.0		2483937		2012-08-19T00:00:00.000Z	Photo	0.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	402549.67	38.9179846451	138901.29	Moving_Violations_in_August_2012.csv	-76.9706017784
False	901132.0	3.0	50.0	13TH ST AND FAIRMONT ST NW	2147382			211546	386.0	2009-04-09T00:00:00.000Z	Moving	50.0	T128	PASSING STOP SIGN WITHOUT COMING TO A FULL STOP	397423.619996	38.9247632392	139653.779999	Moving_Violations_in_April_2009.csv	-77.0297136112
False	807090.0	25.0	125.0	4700 BLK MACARTHUR BLVD NW S/B	1701832			1632547	6074.0	2011-07-12T00:00:00.000Z	Photo	125.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	392000.5	38.9139016062	138451.67	Moving_Violations_in_July_2011.csv	-77.0922400725
False	146162.0	25.0	150.0	100 BLK MICHIGAN AVENUE NE E/B	1485094			1134796	2623.0	2010-06-24T00:00:00.000Z	Photo	150.0	T120	SPEED 16-20 MPH OVER THE SPEED LIMIT	399463.27	38.9274435844	139950.92	Moving_Violations_in_June_2010.csv	-77.0061921948
False	31943.0	25.0	100.0	3700 BLK SOUTHERN AVE SE SW/B	353980			3402189	1435.0	2015-01-08T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	404133.54	38.8596648796	132428.01	Moving_Violations_in_January_2015.csv	-76.952376952
False	806803.0	25.0	100.0	3300 BLK MINNESOTA AVE SE NE/B	670944			2975338	5837.0	2014-03-12T00:00:00.000Z	Photo	100.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	403611.95	38.8824134884	134953.02	Moving_Violations_in_March_2014.csv	-76.9583732795
	809180.0			3200 BLOCK M ST NW NORTH SIDE	6350150			1344806	7858.0	2014-07-10T00:00:00.000Z			P271	NO STOPPING ANYTIME	394622.0	38.9051954472	137483.0	Moving_Violations_in_July_2014.csv	-77.0620054381
False	300492.0	4.0	100.0	4100 GEORGIA AVE NW	3496685			2421738	8413.0	2012-08-08T00:00:00.000Z	Moving	100.0	T591	DISTRACTED DRIVING USING CELL PHONE, OTHER DEVICE	397786.99	38.9410364721	141460.14	Moving_Violations_in_August_2012.csv	-77.0255289823
False		25.0	50.0	SE/SW FRWY @ 9TH ST ENTRANCE SE E/B	2077829	50.0		123086	14746.0	2009-02-27T00:00:00.000Z	Photo	0.0	T119	SPEED 11-15 MPH OVER THE SPEED LIMIT	400436.0807	38.8787915207	134550.1426	Moving_Violations_in_February_2009.csv	-76.994976553
